no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,debt_to_income_ratio,total_assets,loan_to_asset_ratio,monthly_income,monthly_payment,payment_to_income_ratio
0,0,1,9000000,32400000,10,895,5800000,20700000,9500000,0,3.5999996000000443,36000000,0.8999999750000007,750000.0,3240000.0,4.31999424000768
1,1,1,5100000,20300000,18,757,3400000,13400000,3200000,0,3.9803913763938477,20000000,1.0149999492500026,425000.0,1127777.7777777778,2.653588527504118
2,0,0,5200000,13500000,2,777,5200000,15500000,6100000,0,2.5961533468935873,26800000,0.5037313244876371,433333.3333333333,6750000.0,15.57688713026047
5,1,1,4400000,8900000,4,761,1000000,14200000,3000000,0,2.0227268130166336,18200000,0.4890109621422548,366666.6666666667,2225000.0,6.068165268640176
1,0,0,1900000,4200000,12,821,1500000,5000000,2700000,0,2.2105251523551828,9200000,0.456521689508512,158333.33333333334,350000.0,2.2105123546588126
4,1,1,9200000,26500000,6,662,400000,26900000,5300000,0,2.8804344695179926,32600000,0.8128834106477482,766666.6666666666,4416666.666666667,5.760862051049499
2,1,1,4800000,16500000,10,350,6500000,11400000,2900000,1,3.437499283854316,20800000,0.7932691926312888,400000.0,1650000.0,4.124989687525781
4,1,0,4900000,10700000,20,321,400000,11100000,6500000,1,2.1836730237401993,18000000,0.5944444114197549,408333.3333333333,535000.0,1.310200872977454
3,0,1,4800000,10100000,4,368,5100000,16500000,3500000,1,2.1041662282987024,25100000,0.402390422215521,400000.0,2525000.0,6.312484218789453
4,0,0,9300000,24900000,14,455,4700000,35100000,13900000,1,2.677419066944186,53700000,0.46368714220321894,775000.0,1778571.4285714286,2.2949279143787282
5,1,1,7500000,24600000,8,744,3600000,16700000,9300000,0,3.279999562666725,29600000,0.8310810530040185,625000.0,3075000.0,4.919992128012595
1,0,0,5900000,16800000,4,806,9700000,22800000,7100000,0,2.8474571444987893,39600000,0.424242413529232,491666.6666666667,4200000.0,8.542355507073545
0,0,0,9400000,27900000,6,456,18500000,35600000,7800000,1,2.9680847906292778,61900000,0.4507269717168502,783333.3333333334,4650000.0,5.936162634685998
5,0,0,5300000,13400000,8,719,200000,11400000,5300000,0,2.528301409754451,16900000,0.7928993613669016,441666.6666666667,1675000.0,3.7924442435224672
4,0,0,3700000,9000000,18,668,1600000,13400000,3100000,0,2.432431775018439,18100000,0.4972375415890861,308333.3333333333,500000.0,1.6216163623253115
0,0,1,2500000,5800000,18,494,4400000,8500000,2300000,1,2.319999072000371,15200000,0.3815789222645446,208333.33333333334,322222.22222222225,1.5466592427023018
4,1,0,2800000,10800000,2,841,2600000,7100000,4100000,0,3.857141479592329,13800000,0.782608638941403,233333.33333333334,5400000.0,23.142757959608744
0,0,1,5400000,21400000,8,721,6400000,16700000,7400000,0,3.962962229081069,30500000,0.7016393212577272,450000.0,2675000.0,5.944431234597256
5,0,0,3100000,9400000,10,414,5300000,8000000,2800000,1,3.032257086368682,16100000,0.5838508954129878,258333.33333333334,940000.0,3.6386955921460946
5,1,0,4800000,15500000,10,812,1500000,17800000,3500000,0,3.2291659939237514,22800000,0.6798245315866434,400000.0,1550000.0,3.874990312524219
1,1,0,8800000,17500000,20,832,3600000,24000000,7400000,0,1.9886361376549844,35000000,0.4999999857142861,733333.3333333334,875000.0,1.1931801911179212
2,0,0,4100000,14900000,12,571,5200000,13000000,3400000,0,3.6341454550864745,21600000,0.6898147828789453,341666.6666666667,1241666.6666666667,3.6341357049686684
5,1,0,9700000,37000000,14,459,17900000,22800000,5600000,1,3.814432596450248,46300000,0.799136051854513,808333.3333333334,2642857.1428571427,3.2695099464089026
2,0,1,6400000,24100000,6,592,6300000,20200000,6000000,0,3.765624411621186,32500000,0.7415384387218942,533333.3333333334,4016666.6666666665,7.531235878932726
5,0,0,3400000,13100000,20,527,4500000,8600000,4000000,1,3.8529400432529286,17100000,0.7660818265449224,283333.3333333333,655000.0,2.3117565467416
4,1,0,3500000,10200000,12,333,6400000,8100000,3400000,1,2.914284881632891,17900000,0.5698323704004262,291666.6666666667,850000.0,2.914275722483237
3,1,0,3200000,10000000,18,532,100000,9800000,2100000,1,3.1249990234378053,12000000,0.8333332638888947,266666.6666666667,555555.5555555555,2.08332552086263
2,0,1,4900000,13100000,18,754,3300000,16500000,7200000,0,2.673468842149216,27000000,0.4851851672153642,408333.3333333333,727777.7777777778,1.7823085603327775
0,0,1,1300000,4800000,4,835,100000,3300000,800000,1,3.6923048520731907,4200000,1.1428568707483642,108333.33333333333,1200000.0,11.076820829346191
4,0,0,2500000,5400000,10,592,1500000,9900000,2900000,0,2.1599991360003457,14300000,0.3776223512152202,208333.33333333334,540000.0,2.5919875584597194
0,0,0,7500000,27300000,20,553,2800000,26200000,6100000,0,3.6399995146667314,35100000,0.7777777556188673,625000.0,1365000.0,2.183996505605591
2,0,0,700000,2000000,8,806,1100000,2200000,400000,0,2.857138775516035,3700000,0.5405403944485421,58333.333333333336,250000.0,4.285640817585984
4,0,1,8200000,28500000,2,378,11200000,26400000,11500000,0,3.4756093322427644,49100000,0.5804480533513635,683333.3333333334,14250000.0,20.853628019080947
1,1,0,6900000,26200000,4,534,11900000,14900000,9400000,0,3.7971008989708843,36200000,0.723756886084064,575000.0,6550000.0,11.391284536896457
1,1,1,1500000,5900000,16,400,2400000,4800000,1500000,1,3.9333307111128595,8700000,0.6781608415907079,125000.0,368750.0,2.9499764001887985
3,0,0,6300000,18300000,18,543,9400000,17700000,3500000,1,2.9047614436886597,30600000,0.5980391961425099,525000.0,1016666.6666666666,1.9365042479284165
0,1,1,8800000,25600000,10,715,2500000,34900000,8600000,0,2.9090905785124344,46000000,0.5565217270321363,733333.3333333334,2560000.0,3.4909043305850034
4,0,1,8900000,20700000,6,684,9200000,20400000,6700000,0,2.3258424352986027,36300000,0.5702479181749884,741666.6666666666,3450000.0,4.651679121331522
3,1,1,2100000,6100000,8,346,600000,4500000,2900000,1,2.9047605215426087,8000000,0.7624999046875119,175000.0,762500.0,4.357117959325946
1,0,1,9200000,29200000,6,669,12900000,23400000,11700000,0,3.1739126984877504,48000000,0.6083333206597225,766666.6666666666,4866666.666666667,6.347817807194165
2,1,0,3600000,8000000,12,566,3000000,8900000,2700000,0,2.222221604938443,14600000,0.5479451679489611,300000.0,666666.6666666666,2.222214814839506
0,1,1,8600000,23600000,2,361,5300000,24700000,7500000,1,2.7441857274202643,37500000,0.6293333165511116,716666.6666666666,11800000.0,16.46509330452097
5,0,0,3000000,8000000,6,333,400000,8200000,2200000,1,2.666665777778074,10800000,0.7407406721536415,250000.0,1333333.3333333333,5.333312000085333
3,1,1,5200000,16300000,8,335,7000000,13600000,7300000,1,3.1346147818048498,27900000,0.5842293697408828,433333.3333333333,2037500.0,4.701912226356401
3,0,1,7200000,20400000,10,558,13200000,27200000,10600000,0,2.8333329398148694,51000000,0.3999999921568629,600000.0,2040000.0,3.399994333342778
1,1,1,4000000,15600000,12,436,2800000,14800000,3200000,1,3.899999025000244,20800000,0.7499999639423094,333333.3333333333,1300000.0,3.8999883000351003
1,1,0,2400000,5200000,2,371,3100000,8500000,1400000,1,2.1666657638892652,13000000,0.3999999692307716,200000.0,2600000.0,12.999935000324998
2,1,1,5500000,18400000,10,515,4400000,18500000,4100000,1,3.345453937190193,27000000,0.6814814562414275,458333.3333333333,1840000.0,4.014536695556301
0,1,1,9000000,24300000,10,599,3400000,26900000,6400000,0,2.6999997000000335,36700000,0.6621253225578931,750000.0,2430000.0,3.23999568000576
0,1,1,7900000,24000000,20,728,15600000,21800000,7400000,0,3.037974298990595,44800000,0.5357142737563778,658333.3333333334,1200000.0,1.8227820413437346
2,1,1,6200000,21600000,20,679,2500000,24500000,9100000,0,3.483870405827354,36100000,0.5983379335640462,516666.6666666667,1080000.0,2.0903185348673516
3,0,1,7900000,29200000,4,399,5500000,30200000,6900000,0,3.696202063771891,42600000,0.6854459932993898,658333.3333333334,7300000.0,11.088590751507718
3,1,0,1200000,4500000,6,819,1100000,4400000,900000,0,3.749996875002604,6400000,0.703124890136736,100000.0,750000.0,7.499925000749992
1,0,0,4700000,11700000,6,308,1100000,15100000,3700000,1,2.4893611724763463,19900000,0.5879396689477553,391666.6666666667,1950000.0,4.97871069265355
5,0,1,5900000,15600000,2,730,4700000,15900000,5900000,0,2.644067348463161,26500000,0.5886792230687086,491666.6666666667,7800000.0,15.864374513136584
4,1,1,1400000,5100000,14,312,1000000,3200000,1400000,1,3.642854540818185,5600000,0.9107141230867637,116666.66666666667,364285.71428571426,3.1224222159728425
3,1,1,4700000,12800000,16,740,8600000,11700000,6100000,0,2.7234036758715585,26400000,0.4848484664830126,391666.6666666667,800000.0,2.0425479764732515
5,0,1,7600000,20000000,10,522,1400000,20400000,4300000,1,2.6315786011080786,26100000,0.7662834955446937,633333.3333333334,2000000.0,3.1578897507003933
4,0,0,7200000,16900000,4,702,7100000,22000000,9600000,0,2.347221896219181,38700000,0.4366924951759045,600000.0,4225000.0,7.041654930575116
4,1,1,1400000,4300000,16,447,1200000,5300000,1000000,1,3.0714263775525876,7500000,0.5733332568888991,116666.66666666667,268750.0,2.3035516838427097
5,0,0,1400000,2900000,4,829,600000,5400000,1600000,0,2.0714270918377915,7600000,0.38157889716067145,116666.66666666667,725000.0,6.214232449436148
2,0,0,7900000,18500000,18,727,12400000,19600000,7100000,0,2.341771855471917,39100000,0.4731457679502361,658333.3333333334,1027777.7777777778,1.5611790631879208
5,1,1,7600000,18700000,14,509,8500000,22200000,3700000,1,2.460525992036054,34400000,0.5436046353603303,633333.3333333334,1335714.2857142857,2.10901922636062
3,0,1,9600000,34200000,2,745,2000000,33000000,6700000,0,3.5624996289062887,41700000,0.8201438652243678,800000.0,17100000.0,21.3749732812834
1,1,0,2300000,6600000,18,513,900000,9000000,1600000,1,2.869563969754796,11500000,0.5739129935727831,191666.66666666666,366666.6666666667,1.9130334972165364
2,1,0,8100000,18500000,6,372,10200000,31000000,7900000,1,2.283950335314773,49100000,0.3767820697193061,675000.0,3083333.3333333335,4.5678944673168385
2,0,1,300000,700000,4,411,0,1200000,100000,1,2.3333255555814816,1300000,0.5384611242606736,25000.0,175000.0,6.999720011199552
4,0,0,4700000,10800000,20,495,6800000,17000000,4500000,1,2.297871851516627,28300000,0.3816254282111156,391666.6666666667,540000.0,1.3787198841194448
5,1,0,1100000,2500000,4,827,1000000,4100000,600000,0,2.2727252066134485,5700000,0.43859641428133084,91666.66666666667,625000.0,6.81810743882794
4,1,0,8600000,25100000,6,820,5000000,26000000,8300000,0,2.918604311790196,39300000,0.6386768285323963,716666.6666666666,4183333.3333333335,5.837201157393735
5,0,1,8700000,28100000,10,660,800000,25900000,10100000,0,3.229884686220151,36800000,0.7635869357720941,725000.0,2810000.0,3.8758567229562444
0,1,0,2200000,8600000,4,563,1000000,4400000,2800000,0,3.9090891322322125,8200000,1.0487803599048342,183333.33333333334,2150000.0,11.727208760679487
1,1,1,500000,1400000,10,883,0,1700000,300000,0,2.7999944000112,2000000,0.6999996500001749,41666.666666666664,140000.0,3.359919361935314
0,1,1,9100000,22000000,12,387,15600000,31700000,7000000,1,2.4175821519140492,54300000,0.4051565302917766,758333.3333333334,1833333.3333333333,2.4175792295658507
1,0,0,2200000,8700000,12,613,1800000,5700000,2400000,0,3.9545436570256105,9900000,0.8787877900214354,183333.33333333334,725000.0,3.9545238844151758
0,1,1,2200000,8000000,14,335,3700000,6900000,2900000,1,3.6363619834718257,13500000,0.5925925486968483,183333.33333333334,571428.5714285715,3.1168661157952124
1,0,1,9600000,34500000,2,795,900000,32000000,9300000,0,3.5937496256510806,42200000,0.8175355256508169,800000.0,17250000.0,21.562473046908693
1,0,1,6500000,13900000,8,369,300000,17200000,8300000,1,2.1384612094675064,25800000,0.5387596690403229,541666.6666666666,1737500.0,3.2076863858097493
4,0,1,2400000,7400000,18,888,1600000,7600000,3200000,0,3.0833320486116462,12400000,0.5967741454214399,200000.0,411111.1111111111,2.0555452778291663
4,1,0,5500000,12300000,6,742,2700000,19800000,4300000,0,2.23636322975214,26800000,0.45895520675540274,458333.3333333333,2050000.0,4.472717514070879
0,0,0,5000000,14400000,4,874,9300000,14100000,3900000,0,2.879999424000115,27300000,0.5274725081511902,416666.6666666667,3600000.0,8.639979264049765
1,0,0,2700000,8100000,16,691,3600000,8100000,2100000,0,2.9999988888893006,13800000,0.5869564792060522,225000.0,506250.0,2.2499900000444444
3,1,1,8500000,30300000,12,762,3700000,20000000,4200000,0,3.564705462975828,27900000,1.0860214664508434,708333.3333333334,2525000.0,3.564700849834094
1,0,0,4400000,10700000,18,324,3300000,12700000,5400000,1,2.431817629132357,21400000,0.4999999766355151,366666.6666666667,594444.4444444445,1.6212076997365765
4,1,0,500000,1800000,20,777,300000,1300000,200000,0,3.5999928000144,1800000,0.9999994444447531,41666.666666666664,90000.0,2.1599481612441305
0,0,0,8300000,21400000,2,662,12300000,24500000,10200000,0,2.5783129423719346,47000000,0.45531913924852896,691666.6666666666,10700000.0,15.469857152013757
2,1,1,6000000,13000000,12,462,2500000,14600000,5600000,1,2.1666663055556157,22700000,0.5726871994410926,500000.0,1083333.3333333333,2.166662333342
3,1,1,4000000,10400000,14,609,6900000,11700000,4600000,0,2.5999993500001626,23200000,0.44827584274673093,333333.3333333333,742857.1428571428,2.2285647428772
5,0,1,4400000,11700000,20,590,2700000,15500000,2300000,0,2.6590903047522034,20500000,0.5707316794765035,366666.6666666667,585000.0,1.595450194226743
3,0,1,4400000,15800000,18,779,5400000,14900000,3600000,0,3.590908274793574,23900000,0.6610878384482076,366666.6666666667,877777.7777777778,2.39393286503158
2,0,1,1900000,5000000,14,641,900000,5500000,2400000,0,2.6315775623275988,8800000,0.5681817536157098,158333.33333333334,357142.85714285716,2.255624851692666
0,0,1,5000000,18400000,12,752,4000000,10500000,6500000,0,3.679999264000147,21000000,0.8761904344671222,416666.6666666667,1533333.3333333333,3.6799911680211963
0,0,0,8000000,23700000,10,305,11600000,17200000,12000000,1,2.9624996296875463,40800000,0.5808823387038643,666666.6666666666,2370000.0,3.554994667507999
4,1,0,8200000,20700000,10,546,7000000,25000000,10600000,1,2.524389936050008,42600000,0.4859154815512798,683333.3333333334,2070000.0,3.029263859613864
2,0,0,7000000,24200000,8,833,4100000,26100000,9100000,0,3.4571423632653766,39300000,0.6157760657563343,583333.3333333334,3025000.0,5.185705395933606
2,1,0,2400000,8800000,18,421,1500000,6700000,1400000,1,3.6666651388895253,9600000,0.9166665711805655,200000.0,488888.8888888889,2.444432222283333
5,0,0,6600000,18800000,4,639,1100000,25100000,4300000,0,2.8484844168963006,30500000,0.6163934224133304,550000.0,4700000.0,8.545439008292712
3,0,0,3200000,6900000,20,735,3700000,9200000,3100000,0,2.1562493261720856,16000000,0.4312499730468767,266666.6666666667,345000.0,1.2937451484556932
0,1,1,2600000,5400000,2,377,4900000,6100000,2700000,1,2.076922278106816,13700000,0.3941605551707624,216666.66666666666,2700000.0,12.461480947011013
3,1,0,6900000,15600000,20,310,3600000,20400000,4800000,1,2.260869237555183,28800000,0.5416666478587969,575000.0,780000.0,1.3565193799662958
4,0,0,4800000,14000000,2,695,1700000,15400000,4600000,0,2.9166660590279045,21700000,0.645161260591647,400000.0,7000000.0,17.499956250109374
1,1,1,300000,1200000,4,355,300000,800000,200000,0,3.999986666711111,1300000,0.9230762130182977,25000.0,300000.0,11.999520019199233
1,1,1,4300000,14100000,12,525,1100000,14100000,5500000,1,3.279069004867673,20700000,0.6811593873836045,358333.3333333333,1175000.0,3.279060616575024
5,1,0,700000,2400000,20,330,700000,2500000,500000,1,3.428566530619242,3700000,0.6486484733382505,58333.333333333336,120000.0,2.0571075924412723
5,0,0,9400000,25800000,14,625,15400000,30800000,11100000,0,2.7446805590765364,57300000,0.45026177224674047,783333.3333333334,1842857.142857143,2.352580583331778
3,1,1,800000,2900000,10,644,500000,2900000,400000,0,3.6249954687556643,3800000,0.7631576939058701,66666.66666666667,290000.0,4.349934750978735
5,1,0,4400000,14900000,4,865,6200000,14900000,3500000,0,3.386362866735712,24600000,0.6056910322889825,366666.6666666667,3725000.0,10.159063202554902
1,0,1,4700000,14800000,6,661,6000000,13600000,6400000,0,3.1489355002264894,26000000,0.569230747337279,391666.6666666667,2466666.6666666665,6.297856260792525
2,1,0,2300000,5000000,8,884,1700000,6100000,1500000,0,2.1739120982990876,9300000,0.5376343507920053,191666.66666666666,625000.0,3.2608525520736413
5,0,1,8500000,26700000,10,803,16600000,24400000,9600000,0,3.1411761010381056,50600000,0.5276679737615025,708333.3333333334,2670000.0,3.7694064431909036
2,0,0,7600000,28300000,12,800,14800000,15600000,7800000,0,3.7236837205679314,38200000,0.7408376769414221,633333.3333333334,2358333.3333333335,3.7236783310342143
2,0,0,3200000,12600000,18,796,3500000,9600000,2000000,0,3.9374987695316346,15100000,0.8344370308319847,266666.6666666667,700000.0,2.6249901562869136
4,1,0,2400000,5000000,4,716,2800000,6900000,1400000,0,2.0833324652781395,11100000,0.45045040986933244,200000.0,1250000.0,6.249968750156249
0,0,1,500000,1100000,18,479,500000,1800000,600000,1,2.1999956000088,2900000,0.37931021403096066,41666.666666666664,61111.11111111111,1.4666314675114465
3,1,1,8500000,28300000,2,810,4300000,18500000,10700000,0,3.329411373010427,33500000,0.8447760941857883,708333.3333333334,14150000.0,19.976442386198983
0,0,1,8900000,20900000,18,568,700000,32700000,5300000,0,2.3483143428860287,38700000,0.5400516656317399,741666.6666666666,1161111.111111111,1.5655409603193045
0,0,0,2800000,5600000,8,842,1300000,6100000,1900000,0,1.9999992857145408,9300000,0.6021504728870459,233333.33333333334,700000.0,2.9999871429122447
3,1,1,2900000,7000000,4,806,5600000,5900000,3000000,0,2.4137922711061135,14500000,0.4827585873959595,241666.66666666666,1750000.0,7.241349346140637
1,0,1,4900000,17700000,8,722,7300000,16400000,3000000,0,3.612244160766498,26700000,0.6629213234860928,408333.3333333333,2212500.0,5.418354077500219
5,1,0,9600000,20700000,14,442,9800000,31800000,8200000,1,2.1562497753906484,49800000,0.4156626422557702,800000.0,1478571.4285714286,1.8482119754493165
3,0,1,3300000,9800000,6,360,600000,11000000,4400000,1,2.96969606978907,16000000,0.6124999617187524,275000.0,1633333.3333333333,5.939372341676333
3,1,0,2800000,5900000,4,461,400000,8900000,2800000,1,2.1071421045921057,12100000,0.4876032654873334,233333.33333333334,1475000.0,6.321401479707943
2,0,0,7800000,22200000,10,735,4600000,23000000,6900000,0,2.846153481262374,34500000,0.643478242218022,650000.0,2220000.0,3.4153793609548293
4,0,1,2500000,8400000,12,761,1300000,8400000,1600000,0,3.3599986560005375,11300000,0.7433627660740915,208333.33333333334,700000.0,3.359983872077414
0,0,0,4400000,10600000,20,653,4600000,16800000,5400000,0,2.4090903615703723,26800000,0.395522373301404,366666.6666666667,530000.0,1.4454506033165364
0,1,0,7900000,30800000,4,726,14600000,23800000,5500000,0,3.898733683704597,43900000,0.7015945170479609,658333.3333333334,7700000.0,11.696184765288963
1,0,0,8900000,22600000,18,617,15500000,27900000,11700000,0,2.5393255573791507,55100000,0.4101633319389595,741666.6666666666,1255555.5555555555,1.6928816125940804
0,0,0,5600000,13400000,2,460,4100000,14800000,4100000,1,2.392856715561301,23000000,0.5826086703213622,466666.6666666667,6700000.0,14.35711209190266
1,1,0,1400000,3300000,8,306,800000,2700000,800000,1,2.3571411734705903,4300000,0.7674416819903065,116666.66666666667,412500.0,3.5356839798516013
5,0,1,500000,1400000,4,471,100000,1300000,300000,1,2.7999944000112,1700000,0.8235289273359251,41666.666666666664,350000.0,8.399798404838284
1,0,1,5100000,15300000,4,628,3300000,17600000,2700000,0,2.999999411764821,23600000,0.6483050572752095,425000.0,3825000.0,8.999978823579239
3,0,0,9800000,25600000,10,404,6700000,37000000,11500000,1,2.612244631403609,55200000,0.46376810754043285,816666.6666666666,2560000.0,3.1346900391550543
2,0,1,8600000,21600000,16,804,300000,26800000,7100000,0,2.5116276149270216,34200000,0.6315789289012009,716666.6666666666,1350000.0,1.8837183017884163
3,1,0,1600000,3900000,20,804,2500000,3200000,800000,0,2.437498476563452,6500000,0.5999999076923219,133333.33333333334,195000.0,1.462489031332265
1,1,1,2500000,6700000,2,502,2600000,9400000,1400000,1,2.679998928000429,13400000,0.49999996268656993,208333.33333333334,3350000.0,16.07992281637048
0,0,0,9500000,22600000,6,861,13200000,29000000,5600000,0,2.3789471180055664,47800000,0.4728033373890515,791666.6666666666,3766666.6666666665,4.757888726877398
2,1,1,3000000,7800000,14,555,2700000,9600000,1700000,0,2.5999991333336223,14000000,0.5571428173469416,250000.0,557142.8571428572,2.2285625143213714
0,1,0,5100000,13600000,18,351,3700000,14400000,7600000,1,2.6666661437909522,25700000,0.5291828587866592,425000.0,755555.5555555555,1.777773594781084
2,1,1,7600000,23600000,6,358,2900000,22100000,10900000,1,3.105262749307533,35900000,0.6573815972874207,633333.3333333334,3933333.3333333335,6.210516509710774
5,0,0,8800000,18800000,14,836,10100000,32700000,5400000,0,2.1363633935950688,48200000,0.3900414856837866,733333.3333333334,1342857.142857143,1.8311663341238302
4,1,1,1100000,2900000,4,554,1000000,4100000,1600000,0,2.6363612396716003,6700000,0.4328357562931707,91666.66666666667,725000.0,7.90900462904041
3,0,0,8700000,30500000,2,443,1800000,24600000,8100000,0,3.505746723477388,34500000,0.8840579453896248,725000.0,15250000.0,21.03445374558104
5,1,0,6100000,23600000,4,725,5100000,15600000,4800000,0,3.8688518247783894,25500000,0.9254901597846996,508333.3333333333,5900000.0,11.606534544522209
2,1,1,1900000,7000000,14,818,3500000,4500000,2100000,0,3.684208587258638,10100000,0.6930692383099764,158333.33333333334,500000.0,3.157874792369732
1,1,0,9900000,38700000,6,670,12600000,35800000,6500000,0,3.9090905142332812,54900000,0.7049180199468484,825000.0,6450000.0,7.818172341609283
0,0,0,5800000,21100000,6,414,2400000,16000000,5600000,1,3.637930407253378,24000000,0.8791666300347237,483333.3333333333,3516666.6666666665,7.275847015488933
2,1,1,9500000,37000000,8,887,18300000,19200000,11700000,0,3.894736432133007,49200000,0.7520325050399898,791666.6666666666,4625000.0,5.842097883665831
3,0,1,7900000,26600000,12,409,1400000,22500000,8700000,1,3.3670881813812428,32600000,0.8159508952162302,658333.3333333334,2216666.6666666665,3.3670834930377316
1,1,1,1300000,4500000,14,679,2100000,3700000,1600000,0,3.461535798818616,7400000,0.6081080259313478,108333.33333333333,321428.5714285714,2.9670055792891583
4,0,1,700000,2600000,18,478,600000,2100000,300000,1,3.7142804081708456,3000000,0.866666377777874,58333.333333333336,144444.44444444444,2.4761480279385686
3,0,0,600000,1200000,2,752,500000,2300000,700000,0,1.9999966666722222,3500000,0.3428570448979872,50000.0,600000.0,11.999760004799905
0,0,0,9400000,33000000,4,616,5000000,25100000,7800000,0,3.510637924400221,37900000,0.8707123780814676,783333.3333333334,8250000.0,10.531901448636448
2,1,1,3800000,12500000,14,842,6700000,14600000,5300000,0,3.289472818559785,26600000,0.4699247943637295,316666.6666666667,892857.1428571428,2.8195399683700244
3,0,1,7800000,26300000,20,840,11300000,24100000,5300000,0,3.3717944395135335,40700000,0.646191630314702,650000.0,1315000.0,2.023073810655676
3,0,1,7800000,27700000,6,430,8000000,26100000,5300000,1,3.551281595989539,39400000,0.7030456674353891,650000.0,4616666.666666667,7.102553175559217
4,1,0,2700000,7000000,4,351,2300000,8300000,2700000,1,2.5925916323734697,13300000,0.5263157499010714,225000.0,1750000.0,7.777743210030177
5,1,0,600000,2300000,4,347,0,1900000,200000,1,3.8333269444550924,2100000,1.0952375736963935,50000.0,575000.0,11.499770004599908
3,1,1,8000000,28800000,10,576,7500000,16300000,11900000,0,3.599999550000056,35700000,0.8067226664783567,666666.6666666666,2880000.0,4.31999352000972
0,1,1,4000000,11000000,8,799,6100000,14700000,4200000,0,2.749999312500172,25000000,0.4399999824000007,333333.3333333333,1375000.0,4.124987625037125
1,1,1,3300000,10800000,2,550,3800000,11000000,4700000,0,3.272726280992036,19500000,0.5538461254437884,275000.0,5400000.0,19.636292231664612
2,0,0,5800000,13300000,4,878,5400000,18600000,4500000,0,2.2931030529132665,28500000,0.46666665029239823,483333.3333333333,3325000.0,6.879296111801148
3,0,1,2400000,4800000,12,895,300000,7300000,3300000,0,1.9999991666670138,10900000,0.44036693207642824,200000.0,400000.0,1.9999900000499997
4,1,0,7600000,29700000,6,603,2900000,27800000,11000000,0,3.907894222645497,41700000,0.7122301987474773,633333.3333333334,4950000.0,7.815777132983474
2,1,1,2500000,6900000,12,325,1600000,6400000,3600000,1,2.759998896000442,11600000,0.5948275349286608,208333.33333333334,575000.0,2.75998675206359
2,0,0,3300000,11800000,4,393,3700000,6800000,2600000,0,3.5757564921950022,13100000,0.9007632900180694,275000.0,2950000.0,10.727233719150112
3,0,0,9800000,30300000,2,612,4600000,32100000,5600000,0,3.0918364192003653,42300000,0.7163120398034979,816666.6666666666,15150000.0,18.550997692655887
0,0,1,1000000,3800000,8,553,1000000,2100000,1300000,0,3.7999962000038,4400000,0.8636361673554165,83333.33333333333,475000.0,5.699931600820791
0,1,1,2500000,8800000,14,389,1400000,8500000,3600000,1,3.5199985920005634,13500000,0.651851803566533,208333.33333333334,628571.4285714285,3.0171283749266573
0,0,0,1900000,6800000,4,782,3400000,4900000,2400000,0,3.5789454847655344,10700000,0.6355139592977608,158333.33333333334,1700000.0,10.73677429405709
3,0,0,3100000,8500000,12,493,5100000,12000000,2000000,1,2.7419345993759356,19100000,0.44502615471067253,258333.33333333334,708333.3333333334,2.7419248699682455
5,0,1,6000000,11900000,2,629,0,19200000,4200000,0,1.9833330027778329,23400000,0.5085469868142314,500000.0,5950000.0,11.8999762000476
5,1,0,6500000,21600000,10,419,10900000,22300000,6600000,1,3.323076411834398,39800000,0.542713554203177,541666.6666666666,2160000.0,3.987684945812408
2,1,1,5900000,15800000,2,444,4300000,20300000,5500000,1,2.6779656478024325,30100000,0.5249169260824942,491666.6666666667,7900000.0,16.06776392997167
5,1,1,6500000,15800000,16,301,9900000,17400000,7100000,1,2.430768856804791,34400000,0.45930231222958395,541666.6666666666,987500.0,1.8230735574026633
0,0,1,3800000,11200000,20,479,6400000,12000000,5400000,1,2.947367645429567,23800000,0.47058821552150354,316666.6666666667,560000.0,1.7684154681616793
3,1,1,3000000,11400000,10,424,4200000,10900000,1500000,1,3.7999987333337555,16600000,0.6867469465815093,250000.0,1140000.0,4.55998176007296
0,0,0,4300000,16900000,18,469,5800000,12000000,6200000,1,3.9302316441321756,24000000,0.7041666373263901,358333.3333333333,938888.8888888889,2.6201477267195226
4,1,1,3500000,8300000,2,897,5500000,12600000,1800000,0,2.3714278938777444,19900000,0.41708540617661277,291666.6666666667,4150000.0,14.228522645065215
3,1,0,300000,500000,2,477,200000,800000,400000,1,1.6666611111296297,1400000,0.35714260204099857,25000.0,250000.0,9.99960001599936
3,1,1,600000,1400000,16,509,300000,2400000,900000,1,2.333329444450926,3600000,0.3888887808642275,50000.0,87500.0,1.749965000699986
0,0,1,800000,1700000,4,752,1100000,3200000,400000,0,2.1249973437533205,4700000,0.3617020507016913,66666.66666666667,425000.0,6.374904376434353
0,1,1,5600000,19100000,14,875,4700000,15100000,7700000,0,3.410713676658272,27500000,0.6945454292892571,466666.6666666667,1364285.7142857143,2.9234631231912664
2,1,1,1800000,3600000,4,343,1100000,6200000,1500000,1,1.9999988888895062,8800000,0.40909086260331107,150000.0,900000.0,5.999960000266665
0,0,0,6800000,20800000,20,819,11900000,26700000,8000000,0,3.0588230795848412,46600000,0.4463519217521047,566666.6666666666,1040000.0,1.8352908788984492
2,0,1,4200000,16800000,2,433,0,14100000,3700000,0,3.999999047619274,17800000,0.9438201716954959,350000.0,8400000.0,23.999931428767347
